Id_ref,jaccard,match,norm_title_str
ID162,"{'id': 'gesis-solis-00226971', 'value': 0.64746638544400958}",false,organizingandevaluatinginterfirmnetworksastructurationistperspectiveonnetworkprocessandeffectiveness
ID182,"{'id': 'csa-assia-102082', 'value': 0.80875524248243014}",true,recreationalphysicalactivityandbreastcancerriskamongwomenunderage45years
ID111,"{'id': 'csa-assia-68709', 'value': 0.77786778204226248}",true,predictorsoffaecalbloodscreeningamongoldersocioeconomicallydisadvantagedamericans
ID167,"{'id': 'csa-sa-200711805', 'value': 0.74446329545483947}",true,colorectalcancerasurveyofcommunitybeliefsandbehavioursinvictoria
ID92,"{'id': 'csa-assia-124301', 'value': 0.98945495800391337}",true,metaanalysisofgendereffectsonconversationalinterruptionwhowhatwhenwhereandhow
ID117,"{'id': 'csa-pais-2000-0504330', 'value': 1.0}",true,thegrowtheffectsofsportfranchisesstadiaandarenas
ID34,"{'id': 'csa-sa-2000a00938', 'value': 0.72073292542163014}",true,cuestionariovihsidayjvenesdeandalucafactoresasociadosalaprevencindelatransmisinsexual
ID221,"{'id': 'csa-sa-200012778', 'value': 0.99999999999999978}",true,thereasonandrhymeofqualitativeresearchwhywhenandhowtousequalitativemethodsinthestudyofadolescenthealth
ID27,"{'id': 'csa-pei-4587168', 'value': 0.96453698277639521}",true,lifetimephysicalactivityandbreastcancerriskamongpostmenopausalwomen
ID193,"{'id': 'csa-sa-9916234', 'value': 0.99999999999999989}",true,genderandconversationalstyleaspredictorsofconversationalbehavior
ID81,"{'id': '', 'value': 0}",false,thepreventionearlydetectionandmanagementofcolorectalcancer
ID19,"{'id': 'csa-assia-129997', 'value': 0.59049577403256581}",false,tellingpeopleaboutscreeningprogrammesandscreeningtestresultshowcanwedobetter
ID44,"{'id': 'csa-assia-151359', 'value': 0.99999999999999978}",true,towardapsychologyofpositiveyouthdevelopment
ID118,"{'id': 'csa-pei-5080258', 'value': 0.60152496794270793}",false,firstnationsschoolschallengingandrewardingplacestoteach
ID165,"{'id': 'csa-ps-9801828', 'value': 0.75844218723588486}",true,morethepoliticsofeconomicgrowthinpostwaramerica
ID74,"{'id': 'springer-soj-197654533', 'value': 0.99999999999999989}",true,whogivesforeignaidtowhomandwhy
ID177,"{'id': 'csa-assia-166565', 'value': 1.0}",true,explaininglevelsofwithingroupwageinequalityinuslabormarkets
ID72,"{'id': 'fis-bildung-505384', 'value': 0.75430406830386043}",true,leptin
ID154,"{'id': 'csa-pais-1999-0606840', 'value': 0.61161882068615248}",false,nestedoldandnewcitizenshipsintheeuropeanunionbringingforththecomplexitycolumbiajournalofeuropeanlaw
ID100,"{'id': 'csa-sa-9914701', 'value': 0.61668410551807851}",false,nestedoldandnewcitizenshipsintheeuropeanunionbringingforththecomplexity
ID80,"{'id': 'csa-assia-152451', 'value': 0.71517532246368276}",true,predictorsofattendanceintheunitedkingdomflexiblesigmoidoscopyscreeningtrial
ID83,"{'id': 'csa-assia-126783', 'value': 0.64768489014996211}",false,thereisnowaytoprepareforthisteachinginfirstnationsschoolsinnorthernontarioissuesandconcerns
ID84,"{'id': 'csa-assia-137314', 'value': 0.69672233315137233}",false,violnciaentretorcidasorganizadasdefutebol
ID14,"{'id': 'csa-pei-5076184', 'value': 0.70520542739664083}",true,sportandviolence
ID26,"{'id': 'bszbw-wao-388045728', 'value': 0.65390122041012189}",false,lobbyingbyethnicgroupsandaidallocation
ID78,"{'id': 'csa-assia-148492', 'value': 0.66060831924076102}",false,oldeconomyinputsforneweconomyoutcomesclusterformationinthenewsiliconvalleys
ID89,"{'id': 'csa-pei-14936993', 'value': 1.0}",true,thehormoneresistinlinksobesitytodiabetes
ID147,"{'id': 'csa-assia-133398', 'value': 0.66496840232507981}",false,alltheragethestoryofgayvisibilityinamerica
ID95,"{'id': 'csa-assia-174015', 'value': 1.0}",true,roleconflictandroleoverloaddifferentconceptsdifferentconsequences
ID48,"{'id': 'csa-ps-200300083', 'value': 0.72238876261880003}",true,rethinkingrape
ID129,"{'id': 'csa-assia-177581', 'value': 0.75306376885972437}",true,motorlearningconceptsandapplications
ID196,"{'id': 'csa-assia-132215', 'value': 0.7149614460955066}",true,focusgroupsinsocialresearch
ID195,"{'id': 'csa-ps-200222178', 'value': 0.69238743597078167}",false,sexdifferencesincopingbehaviorametaanalyticreviewandanexaminationofrelativecoping
ID17,"{'id': 'csa-assia-168693', 'value': 0.76652892844284926}",true,psychologicaladjustmentsubstanceusehivknowledgeandriskysexualbehaviourinatriskminorityfemalesdevelopmentaldifferencesduringadolescence
ID138,"{'id': 'csa-sa-200307292', 'value': 0.84308181314397868}",true,marketandinstitutionaldeterminantsofwageinequalitiesinrussia
ID53,"{'id': 'bszbw-wao-387754784', 'value': 0.73221568032547935}",true,guidelinesfordevelopingrapepreventionandriskreductioninterventions
ID159,"{'id': 'csa-ps-326573', 'value': 0.69948664740463073}",false,usodelprofilcticoentrelajuventudensusrelacionesdecoitovaginalcondomuseamongtheyoungengaginginvaginalintercourse
ID63,"{'id': 'csa-ps-200312012', 'value': 1.0}",true,thedeterminantsofaidallocationbyregionalmultilateraldevelopmentbanksandunitednationsagencies
ID15,"{'id': 'csa-ps-200212854', 'value': 0.58335003000464247}",false,themechanismsofwageformationintherussianmanufacturingsector
ID209,"{'id': 'csa-assia-246947', 'value': 1.0}",true,thesexualsensationseekingscalereliabilityandvaliditywithinaheterosexualcollegestudentsample
ID123,"{'id': 'csa-assia-217582', 'value': 0.76073431450497386}",true,situacinactualdelvihsidaeneuropaanlisisdelasdiferenciasentrepasescurrentstatusofhivaidsineuropeanalysisofdifferencesbetweencountries
ID213,"{'id': 'bszbw-wao-10465922X', 'value': 0.662166449103745}",false,domesticateddadsanddoubleshiftmomsreallifeandideallifein1950sdomesticcomedy
ID110,"{'id': 'gesis-bib-144619', 'value': 0.78283803625247261}",true,theinvisiblehandofsocialcapital
ID46,"{'id': 'csa-assia-265599', 'value': 0.68072475312677483}",false,theeffectofprofessionalsportsonearningsandemploymentintheservicesandretailsectorsinuscities
ID222,"{'id': 'gesis-bib-144619', 'value': 0.78283803625247261}",true,theinvisiblehandofsocialcapital
ID166,"{'id': 'bszbw-wao-390479969', 'value': 0.75895367420996884}",true,reflectionsonthefutureoforganizationdevelopment
ID226,"{'id': 'fis-bildung-615082', 'value': 0.6627000747526306}",false,dilemmasofcontrolmethodologicalimplicationsandreflectionsofforegroundingchildrensperspectivesonviolence
ID171,"{'id': '', 'value': 0}",false,jaarverslagseizoen20022003
ID116,"{'id': 'csa-ps-200212854', 'value': 0.58335003000464247}",false,themechanismsofwageformationintherussianmanufacturingsector
ID104,"{'id': 'csa-ps-200511096', 'value': 0.65599866406223506}",false,stepfamilyrelationshipsdevelopmentdynamicsandinterventions
ID86,"{'id': 'csa-pei-6004847', 'value': 1.0}",true,sagittalplanebiomechanicscannotinjuretheaclduringsidestepcutting
ID144,"{'id': 'csa-assia-215259', 'value': 0.50865685755749535}",false,vakivaltajatyttoyskoulukodissaviolenceandfemininityinreformschools
ID170,"{'id': 'csa-pais-2004-0612420', 'value': 0.72800837656458384}",true,sistemadecodificacinyanlisisdiferencialdelosproblemasdelosadolescentes
ID36,"{'id': 'csa-sa-200501412', 'value': 0.7776237972641119}",true,neoliberalismandthedeathofdemocracy
ID103,"{'id': 'csa-assia-200705198', 'value': 0.50499961878354871}",false,writingnonnaaconsiderationofethicalrepresentationinnarrativeresearch
ID67,"{'id': 'csa-sa-200605303', 'value': 0.75539974806691235}",true,despitegainsinternetnotmajorplayerasnewssource
ID16,"{'id': 'csa-assia-290850', 'value': 1.0}",true,risksforconductdisordersymptomsassociatedwithparentalalcoholisminstepfatherfamiliesversusintactfamiliesfromacommunitysample
ID151,"{'id': 'bszbw-wao-389793647', 'value': 0.74335712458772263}",true,clustersfromtheinsideandoutlocaldynamicsandgloballinkages
ID88,"{'id': '', 'value': 0}",false,its2008doyouknowwhereyourtalentiswhyacquisitionandretentionstrategiesdontwork
ID175,"{'id': '', 'value': 0}",false,onthemeaningsandusesoflaughterinresearch
ID183,"{'id': 'bszbw-wao-107071002', 'value': 0.73220726121657786}",true,rethinkingsocialinquirydiversetoolssharedstandards
ID2,"{'id': 'csa-pais-2004-1002330', 'value': 0.99999999999999978}",true,crudechroniclesindigenouspoliticsmultinationaloilandneoliberalisminecuador
ID20,"{'id': 'csa-ps-200411680', 'value': 0.68099090967370768}",false,themensprogramapeereducationguidetorapeprevention
ID69,"{'id': 'csa-sa-200517432', 'value': 1.0}",true,socialnetworksandemployeeperformanceinacallcenter
ID6,"{'id': 'csa-pei-6701435', 'value': 0.7590156332497725}",true,lettertotheeditorauthorsresponse
ID58,"{'id': 'csa-assia-379404', 'value': 0.70364409658365601}",true,theconnectionbetweengenderandwatermanagement
ID224,"{'id': 'csa-assia-387517', 'value': 0.71968404167151379}",true,thewayitreallyhappenedcompetingnarrativesinthepoliticalprocessoftechnologicalchange
ID56,"{'id': '', 'value': 0}",false,prospectsforforeigndirectinvestmentandstrategiesoftransnationalcorporations20052008
ID8,"{'id': 'iab-litdok-K051104F05', 'value': 0.74038520414878273}",true,trendsinuswageinequalityreassessingtherevisionists
ID75,"{'id': 'csa-pei-6820101', 'value': 1.0}",true,sensoryorganizationdeterminantsofposturalstabilityintrainedballetdancers
ID228,"{'id': 'fes-bib-352391', 'value': 0.60243423972905552}",false,lahinchadadeuniforme
ID70,"{'id': 'fis-bildung-681690', 'value': 0.65591624281604011}",false,mindasmachineahistoryofcognitivescience
ID212,"{'id': 'csa-assia-200612635', 'value': 0.79346543174936668}",true,biologicalsocialandpsychologicalriskfactorsforhivinfection
ID126,"{'id': 'csa-pei-6701435', 'value': 0.7590156332497725}",true,lettertotheeditorauthorsresponse
ID197,"{'id': 'csa-sa-200501148', 'value': 0.63643807434286259}",false,listeningbeyondtheechoesmediaethicsandagencyinanuncertainworld
ID136,"{'id': 'fis-bildung-681690', 'value': 0.65591624281604011}",false,mindasmachineahistoryofcognitivescience
ID105,"{'id': 'csa-sa-200618399', 'value': 0.99999999999999989}",true,punishmentandinequalityinamerica
ID223,"{'id': 'csa-ps-200702420', 'value': 1.0}",true,uspoliticsandworldbankidalending
ID164,"{'id': 'csa-ssa-200703319', 'value': 0.78548095739317669}",true,hivaidsknowledgeandbeliefsamonghaitianadolescents
ID217,"{'id': 'iab-litdok-K060817F35', 'value': 1.0000000000000002}",true,incarcerationlengthemploymentandearnings
ID39,"{'id': 'csa-assia-200610775', 'value': 1.0}",true,perceivedstresscopingandadjustmentinadolescents
ID135,"{'id': 'csa-pais-2007-04937', 'value': 0.99999999999999989}",true,theincreasingselectivityofforeignaid19842003
ID66,"{'id': 'csa-sa-200703323', 'value': 1.0}",true,theleicesterschoolandthestudyoffootballhooliganism
ID22,"{'id': '', 'value': 0}",false,patronsoftherevolutionidealsandinstitutionsinpostwarbehavioralscience
ID113,"{'id': 'csa-sa-201113082', 'value': 0.70715407359524307}",true,complexityandgroupprocesses
ID125,"{'id': 'csa-pei-13523163', 'value': 0.744365434866746}",true,revolutionaryhorizonspastandpresentinbolivianpolitics
ID208,"{'id': 'csa-ps-200827268', 'value': 0.72841785814817928}",true,epidemiologyandmechanismsofaclinjuryinalpineskiing
ID218,"{'id': 'csa-ps-200811804', 'value': 0.7357409961817154}",true,independentactororagentanempiricalanalysisoftheimpactofusinterestsoninternationalmonetaryfundconditions
ID52,"{'id': 'csa-pei-6778449', 'value': 0.71810600631751731}",true,wanteddeadoralivemediaframesframeadoptionandsupportforthewarinafghanistan
ID215,"{'id': 'csa-sa-200805755', 'value': 1.0000000000000002}",true,corporatedemographyandincomeinequality
ID71,"{'id': 'bszbw-wao-28454163X', 'value': 0.64234886663430524}",false,leadershipinclustersacomparisonoffourphotonicsclusters
ID169,"{'id': 'csa-ps-200722584', 'value': 0.75012452341139713}",true,groupdevelopmentandteameffectivenessusingsharedcognitionstomeasuretheimpactofgroupdevelopmentontaskperformanceandgroupviability
ID115,"{'id': 'csa-ps-200827268', 'value': 0.72841785814817928}",true,epidemiologyandmechanismsofaclinjuryinalpineskiing
ID227,"{'id': 'csa-ps-200827268', 'value': 0.72841785814817928}",true,epidemiologyandmechanismsofaclinjuryinalpineskiing
ID7,"{'id': 'fis-bildung-768717', 'value': 0.56579942694427388}",false,thevalueofspanishshiftingideologiesinunitedstateslanguageteaching
ID91,"{'id': 'csa-sa-200902248', 'value': 1.0}",true,menlikeusboyslikethemviolencemasculinityandcollectiveidentityinfootballhooliganism
ID1,"{'id': 'bszbw-wao-390352373', 'value': 0.74058532698731028}",true,pricedispersionandcompetitionwithdifferentialedsellers
ID114,"{'id': 'csa-pais-2007-17425', 'value': 0.47825259560957789}",false,fromjohnnytochomsky
ID179,"{'id': 'csa-assia-200904076', 'value': 0.68882896557858353}",false,beyondfixedversusrandomeffectsaframeworkforimprovingsubstantiveandstatisticalanalysisofpaneltimeseriescrosssectionalandmultileveldata
ID124,"{'id': 'bszbw-wao-390367478', 'value': 0.63835917898673455}",false,laconcesincomoestrategiadeprivatizacin
ID122,"{'id': 'csa-assia-200809453', 'value': 0.7687008284247544}",true,handbookofcriticalandindigenousmethodologies
ID178,"{'id': 'csa-ps-200823235', 'value': 1.0000000000000002}",true,supersizedvotesballotlengthuncertaintyandchoiceindirectlegislationelections
ID108,"{'id': 'csa-sa-200907781', 'value': 0.95442483955292379}",true,conversationalprofilesatoolforalteringtheconversationalpatternofchangemanagers
ID176,"{'id': 'csa-ssa-200803506', 'value': 0.66451964608847369}",false,aperspectiveofcollectiveconsciousnessofbusinessorganizations
ID185,"{'id': 'csa-pei-8300566', 'value': 1.0}",true,noncontactaclinjuriesinfemaleathletesaninternationalolympiccommitteecurrentconceptsstatement
ID199,"{'id': 'csa-sa-200900241', 'value': 0.70222658604792632}",true,developmentaidandinternationalpoliticsdoesmembershipontheunsecuritycouncilinfluenceworldbankdecisions
ID211,"{'id': 'gesis-solis-00573207', 'value': 0.73310543649233206}",true,extremeobesityduetoimpairedleptinsignalinginmicedoesnotcausekneeosteoarthritis
ID107,"{'id': 'csa-ps-200913912', 'value': 1.0000000000000002}",true,tacticalinnovationdemocraticgovernanceandmixedmotivespopularmovementresilienceinperuandecuador
ID229,"{'id': 'csa-pais-2008-300156', 'value': 0.72576274565174614}",true,oilandgastheelusivewealthbeneaththeirfeet
ID140,"{'id': 'csa-pais-2010-593123', 'value': 1.0}",true,thepoliticsofeffectiveforeignaid
